#KO	Name	Definition	Count	Count_pct
K02790	PTS-MalGlc-EIIB, malX	"PTS system, maltose/glucose-specific IIB component [EC:2.7.1.199 2.7.1.208]"	12	0.07
K03501	gidB, rsmG	"16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]"	3	0.02
K02961	RP-S17, MRPS17, rpsQ	"small subunit ribosomal protein S17"	1	0.01
K01662	dxs	"1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]"	7	0.04
K00658	DLST, sucB	"2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]"	9	0.05
K03724	lhr	"ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]"	3	0.02
K00205	fwdF, fmdF	"4Fe-4S ferredoxin"	5	0.03
K03568	tldD	"TldD protein"	3	0.02
K02550	glcA	"glycolate permease"	2	0.01
K10111	malK, mtlK, thuK	"multiple sugar transport system ATP-binding protein [EC:3.6.3.-]"	57	0.31
K10041	peb1C, glnQ	"aspartate/glutamate/glutamine transport system ATP-binding protein [EC:7.4.2.1]"	4	0.02
K02032	ABC.PE.A1	"peptide/nickel transport system ATP-binding protein"	11	0.06
K01883	CARS, cysS	"cysteinyl-tRNA synthetase [EC:6.1.1.16]"	8	0.04
K16346	xanQ	"xanthine permease XanQ"	1	0.01
K01740	metY	"O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]"	2	0.01
K02039	phoU	"phosphate transport system protein"	2	0.01
K07641	creC	"two-component system, OmpR family, sensor histidine kinase CreC [EC:2.7.13.3]"	57	0.31
K21313	1	"T7 RNA polymerase [EC:2.7.7.6]"	2	0.01
K10019	occM, nocM	"octopine/nopaline transport system permease protein"	1	0.01
